영화명,영화명(영어),제작연도,국적,유형,장르,제작상태,감독,제작사
죽음과 사랑,Fatal Love,1988,홍콩,장편,"드라마,스릴러",개봉,양보지,
무간도3 - 종극무간,Infernal Affairs III,2003,홍콩,장편,드라마,개봉,"유위강,맥조휘",미디어 아시아 필름즈
LA 리치걸,Rich Girl,1990,미국,장편,드라마,개봉,조엘 벤더,
다크의 그림자를 죽여라,SCANNERS 2,1990,미국,장편,"공포(호러),SF",개봉,크리스찬 두가이,
아이 오브 비홀더,Eye Of The Beholer,1999,"호주,영국,캐나다",장편,"스릴러,미스터리",개봉,스티븐 엘리엇,"앰브릿지,비헤비어 월드와이드,데스티네이션 필름,아이오브비홀더,필름라인 인터내셔널,힛앤런,빌리지 로드쇼 픽쳐스"
스파이더맨 2,Spider-Man II,2004,미국,장편,SF,개봉,샘 레이미,콜럼비아트라이스타
사이렌,Forbidden Siren,2006,일본,장편,공포(호러),개봉,츠츠미 유키히코,
어벤저2,Avenger 2,1990,미국,장편,"액션,드라마",개봉,알버트 파이언,
키핑 멈,Keeping Mum,2005,영국,장편,"코미디,드라마",개봉,니올 존슨,
퍼시픽 하이츠,Pacific Heights,1990,미국,장편,"스릴러,드라마,범죄",개봉,존 슐레진저,
애널라이즈 디스,Analyze This,1999,미국,장편,"코미디,범죄",개봉,해롤드 래미스,"볼티모어픽쳐스,페이스프로덕션,볼티모어스프링크릭프로덕션즈,트라이베카 프로덕션,빌리지 로드쇼 프로덕션"
스톤콜드,STONE COLD,1991,미국,장편,"액션,범죄,드라마",개봉,크레이그 R. 백슬리,(주)대종필림
사랑의 화신,Street Fox,1989,대만,장편,멜로/로맨스,개봉,서옥령,
낯선 사람에게서 전화가 올 때,When A Stranger Calls,2006,미국,장편,"공포(호러),스릴러",개봉,사이먼 웨스트,
전자오락의 마법사,The Wizard,1990,미국,장편,"코미디,드라마,어드벤처,가족",개봉,토드 홀랜드,
SAS미망인의 눈,Eye Of The Widow,1991,프랑스,장편,"액션,스릴러",개봉,앤드류 V. 맥라글렌,
런어웨이 브라이드,Runaway Bride,1999,미국,장편,"멜로/로맨스,코미디",개봉,게리 마샬,"인터스코프커뮤니케이션,레이크쇼어 엔터테인먼트,파라마운트 픽쳐스,터치스톤 픽쳐스"
지존무상2,Casino Raiders 2,1991,홍콩,장편,"액션,드라마",개봉,두기봉,
스티븐과 스테파니,NOBODY'S PERFECT,1990,미국,장편,코미디,개봉,로버트 케일러,
캐리비안의 해적 : 망자의 함,Pirates Of The Caribbean: Dead Man`S Chest,2006,미국,장편,"액션,코미디,어드벤처,판타지",개봉,고어 버빈스키,월트 디즈니 픽쳐스
소녀 검객 아즈미 대혈전,Azumi,2003,일본,장편,액션,개봉,기타무라 류헤이,도에이
대단한 유혹,Seducing Doctor Lewis,2003,캐나다,장편,코미디,개봉,장 프랑소아 풀리오,맥스 필름즈 프로덕션즈
음양사2,The Yin-Yang Master,2003,일본,장편,사극,개봉,타키타 요지로,"도호쿠신샤,티비에스"
쌍기진 도객,The Swords Man In Double Flag,1993,중국,장편,"액션,어드벤처",개봉,하평,
늑대개,White Fang,1990,미국,장편,"드라마,어드벤처",개봉,랜달 크레이저,
추일,A Chinese Legend,1991,홍콩,장편,"액션,드라마,어드벤처,판타지",개봉,유홍천,
열혈풍운,A Bloody Fight,1990,홍콩,장편,액션,개봉,당위성,
내 남자 친구는 왕자님,The Prince & Me,2004,미국,장편,멜로/로맨스,개봉,마사 쿨리지,"파라마운트 픽쳐스,라이온스 게이트 필름즈"
슈렉2,Shrek2,2004,미국,장편,애니메이션,개봉,"캘리 애스버리,앤드류 아담슨,콘래드 베논",드림웍스픽쳐스
메트레스 연인,Maitresse,2004,일본,장편,드라마,개봉,카시마 츠토무,"쇼치쿠,토호카신사 필름 컴퍼니"
소울 어쌔신,Soul Assassin,2001,네덜란드,장편,스릴러,개봉,로렌스 말킨,
하프 라이트,Half Light,2006,미국,장편,스릴러,개봉,크레이그 로젠버그,레이크쇼어 엔터테인먼트
데스티네이션 2,Final Destination 2,2003,미국,장편,공포(호러),개봉,데이비드 R. 엘리스,"뉴라인 시네마,자이드-페리 프로덕션"
폴라X ,Pola X,1999,프랑스,장편,"드라마,멜로/로맨스",개봉,레오스 카락스,"아레나필름즈,데게토 필름,유로스페이스,프랑스2시네마,라 세트-아르테,카날 플뤼스 스튜디오,판도라 필름프로덕션 ,베가 필름,폴라,테오,TSR"
레이디킬러,The Ladykillers,2004,미국,장편,코미디,개봉,"조엘 코엔,에단 코엔",터치스톤 픽처스
분노의 역류,BACKDRAFT,1991,미국,장편,"드라마,액션,미스터리,스릴러",개봉,론 하워드,
버수스,Versus,2000,일본,장편,액션,개봉,기타무라 류헤이,케이에스에스
마이키이야기 2,Look Who'S Talking Too,1990,미국,장편,"코미디,가족",개봉,에이미 헥커링,
헐리벌리,Hurlyburly,1998,미국,장편,"코미디,드라마",개봉,안소니 드라잔,스톰 엔터테인먼트
수퍼맨 리턴즈,Superman Returns,2006,미국,장편,"SF,액션,판타지",개봉,브라이언 싱어,워너 브러더스 픽쳐스
티켓,Tickets,2005,"이탈리아,영국,이란",장편,"코미디,드라마",개봉,"압바스 키아로스타미,켄 로치,에르마노 올미",판당고
트레인테러,Evasive Action,1998,미국,장편,"액션,스릴러",개봉,제리 P. 제이콥스,로얄 오크 엔터테인먼트
디 아이2,The Eye 2,2004,홍콩,장편,공포(호러),개봉,"대니 팽,옥사이드 팽 천",어플러스엔터테인먼트
핫스텝,Hot Steps,1990,미국,장편,드라마,개봉,게리 라이블리,
더 블루스-소울 오브 맨,The Soul Of A Man,2003,독일,장편,드라마,개봉,빔 벤더스,"카파 프로덕션,로드 무비 필름프로덕션,불칸 프로덕션"
밴디다스,Bandidas,2006,프랑스,장편,"액션,코미디",개봉,"에스펜 샌버그,조아킴 로엔닝",TF1 필름 프로덕션
죽음전의 키스,A Kiss Before Dying,1991,미국,장편,"스릴러,드라마",개봉,제임스 디어든,
럭키 넘버 슬레븐,Lucky Number Slevin,2006,미국,장편,"스릴러,범죄",개봉,폴 맥기건,
실패한 성공,Iron Maze,1991,미국,장편,"드라마,스릴러",개봉,요시다 히로아키,
사랑 사기꾼,Oppertunity Knocks,1990,미국,장편,코미디,개봉,도날드 페트리,
프리덤랜드,Freedomland,2006,미국,장편,"스릴러,드라마,범죄",개봉,조 로스,레볼루션 스튜디오
바디 스내치,Corps A Corps / Body To Body,2003,프랑스,장편,스릴러,개봉,프랑소와 한스,"시네만 필름,프랑스3시네마,나텍시스 방케 포퓰레어 이마지"
육과 욕,Flesh And Desire,1988,독일,장편,드라마,개봉,로버트 밴,
스타스키와 허치,Starsky & Hutch,2004,미국,장편,액션,개봉,토드 필립스,"디멘션 필름즈,워너 브러더스 픽쳐스"
총알탄 사나이2,Naked Gun 2,1991,미국,장편,"코미디,액션,범죄",개봉,데이빗 주커,
스쿠비-두2 : 몬스터 대소동,Scooby-Doo 2: Monsters Unleashed,2004,미국,장편,코미디,개봉,라자 고스넬,워너브러더스사㈜
크립,Creep,2004,"영국,독일",장편,스릴러,개봉,"시미즈 다카시,크리스토퍼 스미스",
인 더 컷,In The Cut,2003,미국,장편,스릴러,개봉,제인 캠피온,"Pathe Cinema,레드 터틀"
도성 2,All for the lady,1991,홍콩,장편,"코미디,액션,범죄",개봉,원규 / 양백견,광명
샤드라크,Shadrach,1998,미국,장편,"가족,드라마",개봉,수잔나 스티론,"밀레니엄 필름즈,누 이미지 필름즈,타이드워터 "
투스카니의 태양,Under The Tuscan Sun,2003,미국,장편,코미디,개봉,오드리 웰스,터치스톤 픽처스
러시안 묵시록,Countdown,2004,러시아,장편,"액션,범죄,스릴러",개봉,에브게니 라브렌티에프,
환생,Rinne,2005,일본,장편,공포(호러),개봉,시미즈 다카시,
스타키드,Star Kid,1996,미국,장편,"가족,어드벤처,SF",개봉,매니 코토,"Manny Coto Productions,트라이마크 픽쳐스"
블라인드 호라이즌,Blind Horizon,2004,미국,장편,스릴러,개봉,마이클 하우스만,
우리개 이야기,All About My Dog,2005,일본,장편,드라마,개봉,"이누도 잇신,테츠히사 네즈,사토 신스케",
드림 메이커,Dream Maker,1999,일본,장편,드라마,개봉,스가와라 히로시,토에이 컴퍼니
아만테스,Amantes,1991,스페인,장편,"성인물(에로),범죄,드라마",개봉,빈센트 아란다,
브레이크 아웃 ,Breakout,1998,캐나다,장편,"가족,드라마",개봉,존 브래드쇼,
네드 켈리,Ned Kelly,2003,호주,장편,드라마,개봉,그레고 조단,"AFC(Australian Film Commission),스튜디오 카날,더 오스 그룹,워킹 타이틀 필름"
F.X. 2,F.X.2,1991,미국,장편,"드라마,범죄",개봉,리차드 프랭클린,
녹색카드,Green Card,1990,미국,장편,"코미디,드라마,멜로/로맨스",개봉,피터 위어,터치스톤 픽처스
테이킹 라이브즈,Taking Live,2004,미국,장편,스릴러,개봉,D.J. 카루소,워너브러더스사㈜
레저렉션,Resurrection,1999,미국,장편,"범죄,스릴러,공포(호러)",개봉,러셀 멀케이,"Baldwin/Cohen Productions, Interlight,Resurrection Productions, Inc. "
베드룸 아이스2,Bedroom Eyes 2,1990,미국,장편,"드라마,스릴러",개봉,척 빈센트,
키스,Living Out Loud,1998,미국,장편,"멜로/로맨스,코미디",개봉,리차드 라그라브네스,"저지필름,뉴라인 시네마"
연애사진,Collage Of Our Life,2003,일본,장편,드라마,개봉,츠츠미 유키히코,쇼지쿠 컴퍼니
배틀로얄 2 - 레퀴엠,Battle Royale Ⅱ / Requiem,2003,일본,장편,액션,개봉,"후카사쿠 킨지,후카사쿠 켄타",
아스테릭스 ,Asterix And Obelix Vs. Caesar,1999,프랑스,장편,"코미디,어드벤처,가족,판타지",개봉,끌로드 지디,"까날 플러스,체키고리그룹 타이거키네마토그라피카,센터 내셔널 드 라 시네마토그라피,카타리나,멜람포 시네마토그라피카,오데온 필름,렌느 프로덕션,티에프원,AMLF,Bavaria Entertainment ,Films 7,Neue Constantin Film,Pathe Cinema,President Films"
저지 걸,Jersey Girl,2004,미국,장편,멜로/로맨스,개봉,케빈 스미스,
폴리와 함께,Along Came Polly,2004,미국,장편,멜로/로맨스,개봉,존 햄버그,
프리키 프라이데이,Freaky Friday,2003,미국,장편,코미디,개봉,마크 S. 워터스,
와일드 와일드 웨스트,Wild Wild West,1999,미국,장편,"액션,어드벤처,코미디",개봉,배리 소넨필드,"피터스 엔터테인먼트,소넨펠드 죠셉슨 월드와이드 엔터테인먼트,워너 브러더스 픽쳐스"
도협2,賭俠 2,1991,홍콩,장편,"액션,코미디",개봉,왕정,
카프카의 연인 밀레나,Lover,1991,프랑스,장편,드라마,개봉,베라 벨몽,
엑소시스트3,Exorcist Ⅲ,1990,미국,장편,"공포(호러),스릴러,미스터리,드라마",개봉,윌리엄 피터 블래티,
허드슨 호크,Hudson Hawk,1991,미국,장편,"코미디,액션,어드벤처",개봉,마이클 레만,
미이라,The Mummy,1999,미국,장편,"액션,어드벤처,판타지",개봉,스티븐 소머즈,"알파빌필름즈,유니버셜 픽쳐스"
오스틴 파워: 나를 쫓아온 스파이,Austin Powers: The Spy Who Shagged Me,1999,미국,장편,"액션,코미디,어드벤처",개봉,제이 로치,"무빙 픽쳐스,팀 토드,에릭 보이"
사해교룡,Hong Kong Godfather,1991,홍콩,장편,"액션,범죄",개봉,하탁명,
"사랑,모니터 그리고 비상구",Lower Level,1991,미국,장편,"스릴러,드라마",개봉,크리스틴 피터슨,오버시즈 필름그룹
쇼팽의 푸른노트,La Note Bleue,1990,"프랑스,폴란드",장편,드라마,개봉,안드레이 줄랍스키,
퍼스트 나인 하프 위크,The First 9 1/2 Weeks,1998,미국,장편,드라마,개봉,알렉스 라이트,"케로우셀 픽쳐스 컴퍼니,라이온스 게이트 필름즈"
무장도시,Street Soldiers,1990,미국,장편,액션,개봉,리 해리,
푸줏간 소년 ,The Butcher Boy,1997,"아이슬란드,미국",장편,"코미디,드라마",개봉,닐 조단,"게펜픽처스,워너 브러더스 픽쳐스"
성시판관,Armageddon,1989,홍콩,장편,"액션,범죄",개봉,황준룡,
벨리 ,Belly,1998,미국,장편,"범죄,드라마",개봉,하이프 윌리엄스,빅 도그 필름
해리 앤드 해리엣,Hary And Harriet,1990,독일,장편,"코미디,판타지",개봉,시릴 프랭켈,
스몰 솔저,Small Soldiers,1998,미국,장편,"액션,코미디,어드벤처,SF",개봉,조 단테,"엠블린엔터테인먼트,드림웍스 SKG,유니버셜 픽쳐스"
헐리우드 박사,Doc Hollywood,1990,미국,장편,"코미디,멜로/로맨스",개봉,마이클 카튼-존스,
폭풍의 월요일,Stormy Monday,1988,영국,장편,"드라마,범죄",개봉,마이크 피기스,
육체의 학교,The School Of Flesh,1998,프랑스,장편,드라마,개봉,브누와 쟉꼬,"라 세트 시네마,삼사 필름 S.a.r.l.,아르테미스 프로덕션,벨 에이지 디스트리뷰션,오르상스 프로덕션,브이 엠 피"
백마타고 휘파람불고,Career Oppertunities,1991,미국,장편,"코미디,멜로/로맨스",개봉,브라이언 고든,
파호,To Be Number One,1991,홍콩,장편,"드라마,범죄",개봉,반문걸,
몰 플랜더스,Moll Flanders,1997,미국,장편,"드라마,사극",개봉,펜 덴샴,"메트로-골드윈-마이어,스펠링 필름,트릴로지 엔터테인먼트 그룹"
스위치,Switch,1991,미국,장편,"코미디,범죄,판타지",개봉,블레이크 에드워즈,
타운 앤 컨트리,Town & Country,2001,미국,장편,코미디,개봉,피터 첼섬,
네이키드 탱고,Naked Tango,1990,미국,장편,액션,개봉,레너드 슈레이더,
황혼에서 새벽까지2,From Dusk Till Dawn 2:Texas Blood Money,1999,미국,장편,"액션,코미디,스릴러,공포(호러)",개봉,스콧 스피겔,"어맨드어파트,디멘션 필름즈,로스 훌리건스 프로덕션즈"
슬레이어 ,John Carpenter'S In The Mouth Of Madness,1999,미국,장편,"액션,스릴러,공포(호러)",개봉,존 카펜터,"JVC엔터테인먼트,라르고 엔터테인먼트,스톰 킹 프로덕션,스푸키투스 프로덕션"
야곱의 사다리,Jacob'S Ladder,1990,미국,장편,"미스터리,공포(호러),스릴러",개봉,애드리안 라인,카롤코 픽쳐스
나일의 대모험,The Jewel Of The Nile,1987,미국,장편,"액션,코미디,어드벤처",개봉,루이스 티그,
브로큰 러브송,This Movie Is Broken,2010,캐나다,장편,멜로/로맨스,개봉,브루스 맥도널드,
불을 찾아서,Quest For Fire,1981,캐나다,장편,"판타지,드라마",개봉,장 자끄 아노,
네 번,The Four Times,2010,"이탈리아,독일,스위스",장편,드라마,개봉,미켈란젤로 프라마르티노,
나의 선택-잊혀진 가방 그 못다한 이야기,The Forgotten Bag,2011,한국,장편,다큐멘터리,개봉,김상철,파이오니아21
하얀풍선,The White Ballon,1995,이란,장편,"가족,드라마",개봉,자파르 파나히,페르도스 필름
로라 지퍼,Lola Zipper,1999,프랑스,장편,코미디,개봉,일런 듀란 코엔,
파티,The Party,1990,캐나다,장편,멜로/로맨스,개봉,피에르 파라도르,
러닝 스케어드,Running Scared,2006,미국,장편,"액션,범죄",개봉,웨인 크라머,
살수특경,The Plot,1990,홍콩,장편,"액션,범죄",개봉,"저직경,여적렴",
생방송 에드TV ,Edtv,1998,미국,장편,코미디,개봉,론 하워드,"유니버셜 픽쳐스,이메이진엔터테인먼트"
록키 5,Rocky Ⅴ,1990,미국,장편,드라마,개봉,존 G. 어빌드센,"차토프 프로덕션,유나이티드 아티스트"
킬러가 보낸 편지,Letters From A Killer,1998,헝가리,장편,"스릴러,드라마",개봉,데이빗 카슨,"J&M엔터테인먼트,엘에프에이케이"
오멘,The Omen,2006,미국,장편,공포(호러),개봉,존 무어,이십세기폭스필름코퍼레이션
F학점첩보원,TEEN AGENT,1990,,장편,"코미디,액션",개봉,윌리엄 디어,
헷지,Over The Hedge,2006,미국,장편,"애니메이션,코미디",개봉,"팀 존슨,캐리 커크패트릭",드림웍스 애니메이션
용봉타적,License To Steal,1990,홍콩,장편,액션,개봉,진회의,
